,title,date,author,level,length,icon
151,Interaction Design Fundamentals,Jul 12 2023,by Anthony Alampi,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
152,Vue 3 Animations,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
153,Interaction Design Fundamentals,Jul 12 2023,by Pluralsight,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
154,Interaction Design Fundamentals,Jul 12 2023,by Anthony Alampi,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
155,Vue 3 Animations,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
156,Vue 3 Animations,Jul 12 2023,by Pluralsight,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
157,Vue 3 Animations,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
158,Vue 3 Fundamentals,Jul 11 2023,by Pluralsight,Beginner,5h 41m,https://pluralsight.imgix.net/course-images/vue-3-fundamentals-v1.png?w=120
159,Building Enterprise ASP.NET Core 6 Blazor Applications,Jul 11 2023,by Dino Esposito,Advanced,3h 28m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-blazor-applications-building-enterprise-v1.jpg?w=120
160,Vue 3 Forms,Jul 11 2023,by Shawn Wildermuth,Intermediate,2h ,https://pluralsight.imgix.net/course-images/vue-3-forms-v2.png?w=120
161,Angular Fundamentals,Jul 11 2023,by Jim Cooper,Beginner,4h 52m,https://pluralsight.imgix.net/course-images/fundamentals-angular-v1.png?w=120
162,ChatGPT and Generative AI: The Big Picture,Jul 11 2023,by Amber Israelsen,Beginner,36m,https://pluralsight.imgix.net/course-images/chatgpt-generativeai-big-picture-v1.jpg?w=120
163,Angular: The Big Picture,Jul 11 2023,by Joe Eames,Beginner,1h 15m,https://pluralsight.imgix.net/course-images/big-picture-angular-v1.png?w=120
164,TQ AI Channel Introduction,Jul 10 2023,by Pluralsight,Beginner,1m,https://pluralsight.imgix.net/course-images/tq-ai-channel-introduction-v1.jpg?w=120
165,AWS Certified Developer - Associate (DVA-C02),Jul 10 2023,by Faye Ellis,Intermediate,20h 47m,https://pluralsight.imgix.net/course-images/aws-certified-developer---associate-dva-c01-v1.jpg?w=120
166,Network Analysis with Real Intelligence Threat Analytics (RITA),Jul 10 2023,by Pluralsight,Intermediate,24m,https://pluralsight.imgix.net/course-images/rita-network-analysis-v1.jpg?w=120
167,Django 4 Security and Performance,Jul 10 2023,by Abdul Rehman Yousaf,Advanced,1h 45m,https://pluralsight.imgix.net/course-images/django-4-security-performance-v1.jpg?w=120
168,Introduction to Application Observability Using Cisco AppDynamics and ThousandEyes,Jul 7 2023,by Sean Douglas,Intermediate,1h 39m,https://pluralsight.imgix.net/course-images/cisco-appdynamics-thousandeyes-application-observability-intro-v1.jpg?w=120
169,Getting Started with Kubernetes,Jul 7 2023,by Nigel Poulton,Beginner,2h 28m,https://pluralsight.imgix.net/course-images/kubernetes-getting-started-2023-v1.jpg?w=120
170,Getting Started with Concourse CI,Jul 6 2023,by George Smith,Beginner,1h 35m,https://pluralsight.imgix.net/course-images/concourse-ci-getting-started-v1.jpg?w=120
171,Juniper Networks JNCIA-Junos: Junos OS Fundamentals,Jul 6 2023,by Rich Bibby,Intermediate,34m,https://pluralsight.imgix.net/course-images/juniper-networks-jncia-junos-os-fundamentals-cert-v1.jpg?w=120
172,Security Compliance: FedRAMP,Jul 6 2023,by Richard Harpur,Beginner,1h 1m,https://pluralsight.imgix.net/course-images/fedramp-security-compliance-v1.jpg?w=120
173,Specialized Testing: Command Injection,Jul 6 2023,by Michael Edie,Advanced,1h 2m,https://pluralsight.imgix.net/course-images/command-injection-specialized-testing-v1.jpg?w=120
174,REST Assured Fundamentals,Jul 5 2023,by Andrejs Doronins,Intermediate,2h 25m,https://pluralsight.imgix.net/course-images/fundamentals-rest-assured-v1.png?w=120
175,Introduction to Vertex Forecasting and Time Series in Practice,Jul 5 2023,by Google Cloud,Intermediate,3h 1m,https://pluralsight.imgix.net/course-images/introduction-vertex-forecasting-time-series-practice-v1.png?w=120
176,Exploring and Preparing your Data with BigQuery,Jul 5 2023,by Google Cloud,Beginner,2h 22m,https://pluralsight.imgix.net/course-images/exploring-preparing-data-bigquery-5-v1.png?w=120
177,Applying Machine Learning to your Data with Google Cloud,Jul 5 2023,by Google Cloud,Beginner,1h 11m,https://pluralsight.imgix.net/course-images/applying-machine-learning-data-google-cloud-3-v1.png?w=120
178,Azure DevOps Server 2022: The Big Picture,Jul 2 2023,by Henry Been,Beginner,1h 4m,https://pluralsight.imgix.net/course-images/azure-devops-server-2022-big-picture-v2.jpg?w=120
179,Azure DevOps Server 2022: The Big Picture,Jul 2 2023,by Henry Been,Beginner,1h 4m,https://pluralsight.imgix.net/course-images/azure-devops-server-2022-big-picture-v2.jpg?w=120
180,Architecting with Google Kubernetes Engine: Foundations,Jul 1 2023,by Google Cloud,Beginner,2h 1m,https://pluralsight.imgix.net/course-images/architecting-google-kubernetes-engine-foundations-9-v1.png?w=120
181,Google Cloud Big Data and Machine Learning Fundamentals,Jul 1 2023,by Google Cloud,Beginner,2h 34m,https://pluralsight.imgix.net/course-images/google-cloud-big-data-machine-learning-fundamentals-6-v1.png?w=120
182,Getting Started with Google Kubernetes Engine,Jul 1 2023,by Google Cloud,Beginner,2h 47m,https://pluralsight.imgix.net/course-images/getting-started-google-kubernetes-engine-12-v1.png?w=120
183,Ruby on Rails 7 Fundamentals,Jun 30 2023,by Anthony Alampi,Beginner,1h 15m,https://pluralsight.imgix.net/course-images/ruby-rails-7-fundamentals-v1.jpg?w=120
184,Green IT and Technology Sustainability: The Big Picture,Jun 30 2023,by Wilvie Anora,Intermediate,1h 56m,https://pluralsight.imgix.net/course-images/green-it-technology-sustainability-big-picture-v1.jpg?w=120
185,Microsoft Defender: Introduction,Jun 29 2023,by Rishalin Pillay,Beginner,26m,https://pluralsight.imgix.net/course-images/microsoft-defender-introduction-v1.jpg?w=120
186,Introduction to Azure,Jun 29 2023,by Matthew Ulasien,Beginner,1h 54m,https://pluralsight.imgix.net/course-images/introduction-azure-v1.jpg?w=120
187,Azure Cosmos DB Deep Dive,Jun 29 2023,by Landon Fowler,Intermediate,3h 17m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
188,AI & Generative AI Explained,Jun 29 2023,by Simon Allardice,Beginner,52m,https://pluralsight.imgix.net/course-images/artificial-intelligence-explained-v2.jpg?w=120
189,Microsoft Outlook Mobile App,Jun 28 2023,by ClipTraining,Beginner,27m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
190,Microsoft Teams Mobile App,Jun 28 2023,by ClipTraining,Beginner,28m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
191,M365 Administration (for the Non-IT Admin),Jun 28 2023,by ClipTraining,Beginner,1h 52m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
192,Microsoft Outlook Elevation of Privilege Vulnerability: What You Should Know,Jun 28 2023,by Brandon DeVault,Beginner,6m,https://pluralsight.imgix.net/course-images/microsoft-outlook-elevation-priv-vul-wysk-v1.png?w=120
193,Building a Real-world C# 10 Application,Jun 28 2023,by Filip Ekberg,Intermediate,3h 39m,https://pluralsight.imgix.net/course-images/c-sharp-10-building-real-world-application-v1.jpg?w=120
194,Server Component Fundamentals in React 18,Jun 27 2023,by Peter Kellner,Intermediate,4h 8m,https://pluralsight.imgix.net/course-images/react-18-server-component-fundamentals-v1.png?w=120
195,Using Arrays and Collections in TypeScript 5,Jun 23 2023,by Jill Gundersen,Intermediate,1h 16m,https://pluralsight.imgix.net/course-images/typescript-5-arrays-collections-v1.png?w=120
196,Leadership and Communication Skills for Software Engineers,Jun 23 2023,by Michael Krasowski,Beginner,4h 17m,https://pluralsight.imgix.net/course-images/software-engineers-leadership-communication-skills-v1.jpg?w=120
197,The Data Sessions: Prompt Engineering for Marketing Professionals,Jun 22 2023,by Dan Appleman,Beginner,45m,https://pluralsight.imgix.net/course-images/data-sessions-prompt-engineering-marketing-professionals-v1.png?w=120
198,Apple Device Support: Networking and Sharing,Jun 21 2023,by Gerard Massey,Intermediate,1h 23m,https://pluralsight.imgix.net/course-images/apple-device-support-networking-sharing-cert-v1.jpg?w=120
199,Django 4 Templates,Jun 20 2023,by Sandy Ludosky,Intermediate,1h 37m,https://pluralsight.imgix.net/course-images/django-4-templates-v1.png?w=120
200,React 18 Debugging Playbook,Jun 20 2023,by Kamran Ayub,Advanced,2h 51m,https://pluralsight.imgix.net/course-images/react-18-debugging-playbook-v1.png?w=120
201,Prevent Threats and Decrypt Traffic Using Palo Alto Firewalls,Jun 16 2023,by Craig Stansbury,Intermediate,3h 38m,https://pluralsight.imgix.net/course-images/palo-alto-firewalls-prevent-threats-decrypt-traffic-using-v1.jpg?w=120
202,Live Response and Forensics with PowerShell,Jun 16 2023,by Liam Cleary,Intermediate,1h 40m,https://pluralsight.imgix.net/course-images/powershell-forensics-live-response-v1.jpg?w=120
203,Using ServiceNow Reports and Dashboards,Jun 16 2023,by Saravanan Dhandapani,Intermediate,1h 3m,https://pluralsight.imgix.net/course-images/servicenow-reports-dashboards-using-2023-v1.jpg?w=120
204,Apex Academy: Learning to Code with Salesforce Apex,Jun 16 2023,by Scott Lee,Beginner,2h 16m,https://pluralsight.imgix.net/course-images/apex-academy-learning-code-salesforce-apex-v1.jpg?w=120
205,Practical Networking,Jun 16 2023,by Ben Piper,Intermediate,2h 54m,https://pluralsight.imgix.net/course-images/practical-networking-2023-v1.jpg?w=120
206,Windows Endpoint Administration: Manage Identity and Compliance,Jun 16 2023,by Glenn Weadock,Intermediate,3h 20m,https://pluralsight.imgix.net/course-images/windows-endpoint-administration-manage-identity-compliance-cert-v1.jpg?w=120
207,Getting Started with Data Architecture for Managing Data Products,Jun 16 2023,by Warner Chaves,Beginner,1h 42m,https://pluralsight.imgix.net/course-images/managing-data-products-data-architecture-getting-started-v1.jpg?w=120
208,Designing with ServiceNow Flow Designer,Jun 16 2023,by Saravanan Dhandapani,Intermediate,59m,https://pluralsight.imgix.net/course-images/servicenow-flow-designer-designing-2023-v1.jpg?w=120
209,WordPress Optimization and Security,Jun 16 2023,by Afzaal Ahmad Zeeshan,Intermediate,2h 44m,https://pluralsight.imgix.net/course-images/wordpress-optimization-security-v1.jpg?w=120
210,Index Objects with Pandas,Jun 16 2023,by Biswanath Halder,Intermediate,58m,https://pluralsight.imgix.net/course-images/index-objects-pandas-v1.jpg?w=120
211,Ruby on Rails 7 Active Record Models,Jun 16 2023,by Raphael Alampay,Intermediate,2h 22m,https://pluralsight.imgix.net/course-images/ruby-rails-7-active-record-models-v1.jpg?w=120
212,Agile Fundamentals,Jun 15 2023,by Matthew Pizzi,Beginner,1h 32m,https://pluralsight.imgix.net/course-images/fundamentals-agile-v1.jpg?w=120
213,Modernizing Data Lakes and Data Warehouses with Google Cloud,Jun 15 2023,by Google Cloud,Beginner,3h ,https://pluralsight.imgix.net/course-images/modernizing-data-lakes-data-warehouses-google-cloud-6-v1.png?w=120
214,Microsoft Identity and Access: Implement Authentication and Access Management,Jun 14 2023,by Reza Salehi,Intermediate,2h 41m,https://pluralsight.imgix.net/course-images/microsoft-identity-access-implement-authentication-management-cert-v1.jpg?w=120
215,Google Workspace Mail Management,Jun 14 2023,by Google Cloud,Beginner,30m,https://pluralsight.imgix.net/course-images/google-workspace-mail-management-3-v1.png?w=120
216,Google Workspace Security,Jun 14 2023,by Google Cloud,Beginner,16m,https://pluralsight.imgix.net/course-images/google-workspace-security-3-v1.png?w=120
217,Introduction to Google Workspace Administration,Jun 14 2023,by Google Cloud,Beginner,26m,https://pluralsight.imgix.net/course-images/introduction-google-workspace-administration-3-v1.png?w=120
218,Debugging and Error Handling in Spring Framework 6,Jun 14 2023,by Afzaal Ahmad Zeeshan,Intermediate,1h 55m,https://pluralsight.imgix.net/course-images/spring-framework-6-debugging-error-handling-v1.jpg?w=120
219,Managing Google Workspace,Jun 14 2023,by Google Cloud,Beginner,26m,https://pluralsight.imgix.net/course-images/managing-google-workspace-4-v1.png?w=120
220,Building Batch Data Pipelines on Google Cloud,Jun 14 2023,by Google Cloud,Beginner,2h 22m,https://pluralsight.imgix.net/course-images/building-batch-data-pipelines-google-cloud-4-v1.png?w=120
221,Security Best Practices in Google Cloud,Jun 14 2023,by Google Cloud,Beginner,2h ,https://pluralsight.imgix.net/course-images/security-best-practices-google-cloud-8-v1.png?w=120
222,Mitigating Security Vulnerabilities on Google Cloud,Jun 14 2023,by Google Cloud,Beginner,56m,https://pluralsight.imgix.net/course-images/mitigating-security-vulnerabilities-google-cloud-7-v1.png?w=120
223,Learning: The Most Important Tech Skill,Jun 13 2023,by #TechSkillsDay,Beginner,28m,https://pluralsight.imgix.net/course-images/learning-most-important-tech-skill-v1.jpg?w=120
224,Sonic Pi,Jun 13 2023,by #TechSkillsDay,Beginner,37m,https://pluralsight.imgix.net/course-images/sonic-pi-v1.jpg?w=120
225,One Brick at a Time: Building with React,Jun 13 2023,by #TechSkillsDay,Beginner,30m,https://pluralsight.imgix.net/course-images/one-brick-time-building-react-v1.jpg?w=120
226,Specialist vs. Generalist: Unlocking Your Tech Potential,Jun 13 2023,by #TechSkillsDay,Beginner,34m,https://pluralsight.imgix.net/course-images/specialist-vs-dot-generalist-unlocking-tech-potential-v1.jpg?w=120
227,Overcoming Barriers in Tech,Jun 13 2023,by #TechSkillsDay,Beginner,31m,https://pluralsight.imgix.net/course-images/overcoming-barriers-tech-v1.jpg?w=120
228,Developer Security Champion: OWASP Top 10,Jun 13 2023,by Kat DeLorean Seymour,Beginner,16m,https://pluralsight.imgix.net/course-images/owasp-top-10-security-champion-v1.png?w=120
229,Network Pen Testing with Python,Jun 13 2023,by Cristian Pascariu,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/python-network-pen-testing-v1.jpg?w=120
230,Our Path to Success was Failure with Scott Hanselman and Code By Sophy,Jun 13 2023,by #TechSkillsDay,Beginner,31m,https://pluralsight.imgix.net/course-images/our-path-success-was-failure-scott-hanselman-code-sophy-v1.jpg?w=120
231,Fiddler Classic 5: The Big Picture,Jun 13 2023,by Allen O'Neill,Beginner,56m,https://pluralsight.imgix.net/course-images/fiddler-classic-5-big-picture-v1.png?w=120
232,The Reality of Developing an Artificial World (plus Q&A with Angie Jones),Jun 13 2023,by #TechSkillsDay,Beginner,48m,https://pluralsight.imgix.net/course-images/reality-developing-artificial-world-plus-q-angie-jones-v1.jpg?w=120
233,Angular Monorepos with Nx,Jun 13 2023,by Fabian Gosebrink,Advanced,2h 18m,https://pluralsight.imgix.net/course-images/angular-monorepos-nx-v1.jpg?w=120
234,Security Framework: NIST RMF,Jun 12 2023,by Bobby Rogers,Beginner,1h 8m,https://pluralsight.imgix.net/course-images/nist-rmf-security-framework-v1.jpg?w=120
235,Command and Control with Sliver,Jun 12 2023,by Matt Glass,Intermediate,18m,https://pluralsight.imgix.net/course-images/sliver-command-control-v1.jpg?w=120
236,PowerPoint 365 Pro,Jun 12 2023,by ClipTraining,Intermediate,3h 25m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
237,PowerPoint 2021 Pro,Jun 10 2023,by ClipTraining,Intermediate,3h 7m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
238,Outlook (on the Web) | Calendar,Jun 9 2023,by ClipTraining,Beginner,33m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
239,Crash Course on Google Cloud Platform,Jun 9 2023,by Mattias Andersson (PS),Beginner,2h 37m,https://pluralsight.imgix.net/course-images/crash-course-google-cloud-platform-v1.jpg?w=120
240,Outlook (on the Web) | Files,Jun 9 2023,by ClipTraining,Beginner,8m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
241,Serverless Computing with Azure Functions,Jun 9 2023,by A Cloud Guru,Intermediate,2h 42m,https://pluralsight.imgix.net/course-images/serverless-computing-azure-functions-v1.jpg?w=120
242,Managing User Administration in ServiceNow,Jun 9 2023,by Shubham Sinha,Intermediate,1h 28m,https://pluralsight.imgix.net/course-images/servicenow-managing-user-administration-v1.jpg?w=120
243,Outlook (on the Web) | People,Jun 9 2023,by ClipTraining,Beginner,24m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
244,Cloud Computing Foundations,Jun 9 2023,by Broadus Palmer,Beginner,26m,https://pluralsight.imgix.net/course-images/cloud-computing-foundations-v1.jpg?w=120
245,Implementing Service Provider Security and Application Control,Jun 9 2023,by Nick Russo,Advanced,2h 25m,https://pluralsight.imgix.net/course-images/service-provider-security-application-control-implementing-cert-v1.jpg?w=120
246,Splunk 9: Creating Data Models and Optimizing Pivot,Jun 8 2023,by Adam Frisbee,Intermediate,1h 9m,https://pluralsight.imgix.net/course-images/splunk-9-creating-data-models-optimizing-pivot-v1.jpg?w=120
