nro,title,title_url,title_badge,date,author,level,length,icon
6270,Group Policy Fundamentals,https://www.pluralsight.com/courses/windows-server-2019-group-policy-fundamentals,Skills,Nov 13 2019,by Darren Mar-Elia,Intermediate,3h 19m,https://pluralsight.imgix.net/course-images/windows-server-2019-group-policy-fundamentals-v1.png?w=120
6271,Prepare for the ARE Vol. 6: Construction and Evaluation,https://www.pluralsight.com/courses/are-vol-6-construction-evaluation,Skills,Nov 13 2019,by Kevin Griendling,Beginner,6h 25m,https://pluralsight.imgix.net/course-images/are-vol-6-construction-evaluation-v2.png?w=120
6272,Formatting ggplot2 Visualization Elements in R,https://www.pluralsight.com/courses/formatting-ggplot2-visualization-elements-r,Skills,Nov 13 2019,by Martin Burger,Intermediate,2h ,https://pluralsight.imgix.net/course-images/formatting-ggplot2-visualization-elements-r-v1.png?w=120
6273,Defensive Coding in Java,https://www.pluralsight.com/courses/defensive-programming-java,Skills,Nov 13 2019,by Andrejs Doronins,Beginner,2h ,https://pluralsight.imgix.net/course-images/defensive-programming-java-v1.png?w=120
6274,MariaDB Data Manipulation Playbook,https://www.pluralsight.com/courses/mariadb-data-manipulation-playbook,Skills,Nov 12 2019,by Pinal Dave,Intermediate,1h 34m,https://pluralsight.imgix.net/course-images/mariadb-data-manipulation-playbook-v1.png?w=120
6275,SQLAlchemy Core 1 in Python: Getting Started,https://www.pluralsight.com/courses/sqlalchemy-core-python-getting-started,Skills - Expanded,Nov 12 2019,by Christopher Venturini,Beginner,1h 2m,https://pluralsight.imgix.net/course-images/sqlalchemy-core-python-getting-started-v1.jpg?w=120
6276,JavaScript 7 Syntax and Operators,https://www.pluralsight.com/courses/javascript-syntax-operators,Skills,Nov 12 2019,by Paul D. Sheriff,Beginner,1h 42m,https://pluralsight.imgix.net/course-images/javascript-syntax-operators-v1.png?w=120
6277,Getting Started with Travis CI,https://www.pluralsight.com/courses/getting-started-travis-ci,Skills - Expanded,Nov 12 2019,by Axel Sirota,Beginner,1h 53m,https://pluralsight.imgix.net/course-images/getting-started-travis-ci-v1.png?w=120
6278,Getting Started with PowerSploit 1,https://www.pluralsight.com/courses/getting-started-powersploit,Skills - Expanded,Nov 12 2019,by Lee Allen,Beginner,2h 23m,https://pluralsight.imgix.net/course-images/getting-started-powersploit-v1.png?w=120
6279,Creating a Lab with VMware Workstation Pro,https://www.pluralsight.com/courses/creating-lab-vmware-workstation-pro,Skills - Expanded,Nov 12 2019,by David Davis,Intermediate,1h 56m,https://pluralsight.imgix.net/course-images/creating-lab-vmware-workstation-pro-v1.jpg?w=120
6280,Creating a Lab with VMware Fusion,https://www.pluralsight.com/courses/creating-lab-vmware-fusion,Skills - Expanded,Nov 12 2019,by David Davis,Intermediate,2h 2m,https://pluralsight.imgix.net/course-images/creating-lab-vmware-fusion-v1.jpg?w=120
6281,C# Design Patterns: State,https://www.pluralsight.com/courses/c-sharp-design-patterns-state,Skills,Nov 9 2019,by Marc Gilbert,Intermediate,43m,https://pluralsight.imgix.net/course-images/c-sharp-design-patterns-state-v1.png?w=120
6282,Flask: Getting Started,https://www.pluralsight.com/courses/flask-getting-started,Skills,Nov 9 2019,by Reindert-Jan Ekker,Beginner,2h 4m,https://pluralsight.imgix.net/course-images/flask-getting-started-v1.png?w=120
6283,Interpreting Data Using Descriptive Statistics with Python,https://www.pluralsight.com/courses/interpreting-data-descriptive-statistics-python,Skills,Nov 8 2019,by Janani Ravi,Intermediate,2h 21m,https://pluralsight.imgix.net/course-images/interpreting-data-descriptive-statistics-python-v1.png?w=120
6284,Combining and Filtering Data with MariaDB,https://www.pluralsight.com/courses/combining-filtering-data-mariadb,Skills,Nov 8 2019,by Pinal Dave,Beginner,2h 36m,https://pluralsight.imgix.net/course-images/combining-filtering-data-mariadb-v1.png?w=120
6285,Assessing and Enhancing Applications Using Cisco DevNet Techniques,https://www.pluralsight.com/courses/assessing-enhancing-applications-cisco-devnet,Skills,Nov 8 2019,by Nick Russo,Intermediate,2h 25m,https://pluralsight.imgix.net/course-images/assessing-enhancing-applications-cisco-devnet-v1.png?w=120
6286,Setting up Microsoft 365 Tenancy and Subscription,https://www.pluralsight.com/courses/setting-up-microsoft-365-tenancy-subscription,Skills,Nov 8 2019,by Brian Alderman,Intermediate,37m,https://pluralsight.imgix.net/course-images/setting-up-microsoft-365-tenancy-subscription-v1.png?w=120
6287,Microsoft Azure DevOps Engineer: Implement a Secure and Compliant Development Process,https://www.pluralsight.com/courses/microsoft-azure-implement-secure-compliant-development-process,Skills,Nov 8 2019,by Neil Morrissey,Advanced,1h 57m,https://pluralsight.imgix.net/course-images/microsoft-azure-implement-secure-compliant-development-process-v1.png?w=120
6288,Mastering Linux Storage Using LVM2,https://www.pluralsight.com/courses/mastering-linux-storage-using-lvm2,Skills,Nov 8 2019,by Andrew Mallett,Intermediate,3h 30m,https://pluralsight.imgix.net/course-images/mastering-linux-storage-using-lvm2-v1.png?w=120
6289,Capturing Logic with Stored Procedures in MariaDB,https://www.pluralsight.com/courses/capturing-logic-stored-procedures-mariadb,Skills,Nov 8 2019,by Pinal Dave,Advanced,1h 8m,https://pluralsight.imgix.net/course-images/capturing-logic-stored-procedures-mariadb-v2.png?w=120
6290,Spring Framework: Spring 5 Fundamentals,https://www.pluralsight.com/courses/spring-framework-spring-fundamentals,Skills,Nov 7 2019,by Bryan Hansen,Beginner,2h 27m,https://pluralsight.imgix.net/course-images/spring-framework-spring-fundamentals-v1.png?w=120
6291,Boost Productivity Through Employee Happiness,https://www.pluralsight.com/courses/boost-productivity-employee-happiness,Skills,Nov 7 2019,by Kylie Bragg,Beginner,1h 56m,https://pluralsight.imgix.net/course-images/boost-productivity-employee-happiness-v1.jpg?w=120
6292,Calculating Cell Values with Formulas,https://www.pluralsight.com/courses/calculating-cell-values-formulas,Skills,Nov 7 2019,by Pratheerth Padman,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/calculating-cell-values-formulas-v1.png?w=120
6293,Querying Data from MariaDB,https://www.pluralsight.com/courses/querying-data-mariadb,Skills,Nov 7 2019,by Pinal Dave,Beginner,59m,https://pluralsight.imgix.net/course-images/querying-data-mariadb-v1.png?w=120
6294,Building Features from Nominal and Numeric Data in Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-building-features-nominal-numeric-data,Skills,Nov 7 2019,by Mike West,Beginner,1h 19m,https://pluralsight.imgix.net/course-images/microsoft-azure-building-features-nominal-numeric-data-v1.png?w=120
6295,C# 8 Design Patterns: Chain of Responsibility,https://www.pluralsight.com/courses/c-sharp-design-patterns-chain-responsibility,Skills,Nov 6 2019,by Filip Ekberg,Advanced,40m,https://pluralsight.imgix.net/course-images/c-sharp-design-patterns-chain-responsibility-v1.png?w=120
6296,"CCSP®: Cloud Governance, Data Privacy, and Audit",https://www.pluralsight.com/courses/ccsp-cloud-governance-data-privacy-audit,Skills,Nov 6 2019,by Dr. Lyron H. Andrews,Intermediate,1h 11m,https://pluralsight.imgix.net/course-images/ccsp-cloud-governance-data-privacy-audit-v1.jpg?w=120
6297,Securing IIS Websites,https://www.pluralsight.com/courses/securing-iis-websites,Skills,Nov 6 2019,by Jeremy Morgan,Intermediate,2h 41m,https://pluralsight.imgix.net/course-images/securing-iis-websites-v1.png?w=120
6298,Building Your First VBA Module,https://www.pluralsight.com/courses/building-first-vba-module,Skills,Nov 6 2019,by Mike McQuillan,Advanced,1h 57m,https://pluralsight.imgix.net/course-images/building-first-vba-module-v1.png?w=120
6299,Mastering Object-oriented Programming in Java 8,https://www.pluralsight.com/courses/object-oriented-programming-java,Skills,Nov 6 2019,by Zoran Horvat,Intermediate,3h 20m,https://pluralsight.imgix.net/course-images/object-oriented-programming-java-v1.png?w=120
6300,Access 2019 Pro,https://www.pluralsight.com/courses/access-2019-pro,Skills,Nov 6 2019,by Shari Oswald,Advanced,3h 9m,https://pluralsight.imgix.net/course-images/access-2019-pro-v1.png?w=120
6301,Project 2019 Online Power Users,https://www.pluralsight.com/courses/project-2019-online-power-users,Skills,Nov 6 2019,by Diane McSorley,Intermediate,1h 30m,https://pluralsight.imgix.net/course-images/project-2019-online-power-users-v1.png?w=120
6302,Getting Started with Zeek,https://www.pluralsight.com/courses/getting-started-zeek,Skills,Nov 6 2019,by Joe Abraham,Beginner,1h 26m,https://pluralsight.imgix.net/course-images/getting-started-zeek-v1.png?w=120
6303,Business Analysis Techniques: Evaluating Solutions,https://www.pluralsight.com/courses/business-analysis-techniques-evaluating-solutions,Skills,Nov 6 2019,by Casey Ayers,Intermediate,3h 1m,https://pluralsight.imgix.net/course-images/business-analysis-techniques-evaluating-solutions-v2.png?w=120
6304,Microsoft Azure Cognitive Services: Bing Image Search API,https://www.pluralsight.com/courses/microsoft-azure-cognitive-services-bing-image-search-api,Skills - Expanded,Nov 6 2019,by Ed Freitas,Beginner,1h 2m,https://pluralsight.imgix.net/course-images/microsoft-azure-cognitive-services-bing-image-search-api-v1.png?w=120
6305,Planning and Deploying Nutanix Files,https://www.pluralsight.com/courses/planning-deploying-nutanix-files,Skills - Expanded,Nov 6 2019,by Peter Grant,Intermediate,1h 26m,https://pluralsight.imgix.net/course-images/planning-deploying-nutanix-files-v1.png?w=120
6306,Getting Started with BeEF,https://www.pluralsight.com/courses/getting-started-beef,Skills - Expanded,Nov 6 2019,by Gavin Johnson-Lynn,Beginner,1h 46m,https://pluralsight.imgix.net/course-images/getting-started-beef-v1.png?w=120
6307,Scraping Your First Web Page with Python,https://www.pluralsight.com/courses/scraping-first-web-page-python,Skills,Nov 5 2019,by Janani Ravi,Beginner,2h 39m,https://pluralsight.imgix.net/course-images/scraping-first-web-page-python-v1.png?w=120
6308,Create and Share Analytics with Jupyter Notebooks,https://www.pluralsight.com/courses/create-share-analytics-jupyter-notebooks,Skills,Nov 5 2019,by Janani Ravi,Beginner,2h 11m,https://pluralsight.imgix.net/course-images/create-share-analytics-jupyter-notebooks-v1.png?w=120
6309,The Information Systems Auditing Process: IT Management,https://www.pluralsight.com/courses/information-systems-auditing-process-it-management,Skills,Nov 4 2019,by Kevin Henry,Intermediate,1h 37m,https://pluralsight.imgix.net/course-images/information-systems-auditing-process-it-management-v1.png?w=120
6310,The Information Systems Auditing Process: IT Governance,https://www.pluralsight.com/courses/information-systems-auditing-process-it-governance,Skills,Nov 4 2019,by Kevin Henry,Intermediate,2h 16m,https://pluralsight.imgix.net/course-images/information-systems-auditing-process-it-governance-v1.png?w=120
6311,FBX Workflows for Blender to Unity,https://www.pluralsight.com/courses/unity-blender-fbx-workflows,Skills - Expanded,Nov 1 2019,by Shane Whelan,Beginner,2h 59m,https://pluralsight.imgix.net/course-images/unity-blender-fbx-workflows-v1.png?w=120
6312,Implementing Terraform on Microsoft Azure,https://www.pluralsight.com/courses/implementing-terraform-microsoft-azure,Skills,Nov 1 2019,by Ned Bellavance,Intermediate,2h 54m,https://pluralsight.imgix.net/course-images/implementing-terraform-microsoft-azure-v1.png?w=120
6313,Extracting Data from HTML with BeautifulSoup,https://www.pluralsight.com/courses/extracting-data-html-beautifulsoup,Skills,Nov 1 2019,by Janani Ravi,Intermediate,2h 25m,https://pluralsight.imgix.net/course-images/extracting-data-html-beautifulsoup-v1.png?w=120
6314,Leveraging Online Resources for Python Analytics,https://www.pluralsight.com/courses/leveraging-online-resources-python-analytics,Skills,Nov 1 2019,by Janani Ravi,Advanced,2h 12m,https://pluralsight.imgix.net/course-images/leveraging-online-resources-python-analytics-v1.jpg?w=120
6315,Spring Framework 2: Creating Your First Spring Boot Application,https://www.pluralsight.com/courses/creating-first-spring-boot-application,Skills,Oct 31 2019,by Dan Bunker,Beginner,1h 55m,https://pluralsight.imgix.net/course-images/creating-first-spring-boot-application-v1.png?w=120
6316,Managing Microsoft 365 Subscription and Tenant Health,https://www.pluralsight.com/courses/managing-subscription-tenant-health,Skills,Oct 31 2019,by Brian Alderman,Intermediate,37m,https://pluralsight.imgix.net/course-images/managing-subscription-tenant-health-v1.png?w=120
6317,Java 11 Fundamentals: Generics,https://www.pluralsight.com/courses/java-generics,Skills,Oct 31 2019,by Richard Warburton,Intermediate,4h 7m,https://pluralsight.imgix.net/course-images/java-generics-v1.jpg?w=120
6318,Securing and Integrating Components of your Application,https://www.pluralsight.com/courses/securing-integrating-components-application,Skills,Oct 31 2019,by Google Cloud,Beginner,1h 16m,https://pluralsight.imgix.net/course-images/securing-integrating-components-application-v1.png?w=120
6319,"App Deployment, Debugging, and Performance",https://www.pluralsight.com/courses/app-deployment-debugging-performance,Skills,Oct 31 2019,by Google Cloud,Beginner,1h 29m,https://pluralsight.imgix.net/course-images/app-deployment-debugging-performance-v1.png?w=120
6320,Scaling scikit-learn Solutions,https://www.pluralsight.com/courses/scaling-scikit-learn-solutions,Skills,Oct 30 2019,by Janani Ravi,Advanced,2h 57m,https://pluralsight.imgix.net/course-images/scaling-scikit-learn-solutions-v1.png?w=120
6321,"JavaScript Objects, Prototypes, and Classes",https://www.pluralsight.com/courses/javascript-objects-prototypes-classes,Skills,Oct 30 2019,by Jim Cooper,Advanced,1h 48m,https://pluralsight.imgix.net/course-images/javascript-objects-prototypes-classes-v1.png?w=120
6322,Data Mining and the Analytics Workflow,https://www.pluralsight.com/courses/data-mining-analytics-workflow,Skills - Expanded,Oct 30 2019,by Janani Ravi,Beginner,2h 54m,https://pluralsight.imgix.net/course-images/data-mining-analytics-workflow-v1.png?w=120
6323,Deploying Machine Learning Solutions,https://www.pluralsight.com/courses/deploying-machine-learning-solutions,Skills,Oct 30 2019,by Janani Ravi,Advanced,3h 4m,https://pluralsight.imgix.net/course-images/deploying-machine-learning-solutions-v1.png?w=120
6324,Reliable Cloud Infrastructure - Design and Process,https://www.pluralsight.com/courses/reliable-cloud-infrastructure-design-process,Skills,Oct 30 2019,by Google Cloud,Intermediate,4h 47m,https://pluralsight.imgix.net/course-images/reliable-cloud-infrastructure-design-process-v2.png?w=120
6325,Building Your First Python Analytics Solution,https://www.pluralsight.com/courses/building-first-python-analytics-solution,Skills,Oct 29 2019,by Janani Ravi,Beginner,2h 46m,https://pluralsight.imgix.net/course-images/building-first-python-analytics-solution-v1.png?w=120
6326,SQL Server: Understanding Database Fundamentals (98-364),https://www.pluralsight.com/courses/sqlserver-database-fundamentals,Skills,Oct 29 2019,by Tim Radney,Beginner,2h 6m,https://pluralsight.imgix.net/course-images/audience/data-professional.jpg?w=120
6327,Developing for Excel with VBA,https://www.pluralsight.com/courses/developing-excel-vba,Skills,Oct 29 2019,by Mike McQuillan,Advanced,2h 38m,https://pluralsight.imgix.net/course-images/developing-excel-vba-v1.png?w=120
6328,Python for Data Analysts,https://www.pluralsight.com/courses/python-data-analysts,Skills,Oct 29 2019,by Janani Ravi,Intermediate,3h 33m,https://pluralsight.imgix.net/course-images/python-data-analysts-v1.png?w=120
