,title,title_url_selector,date,author,level,length,icon
113,Exploratory Data Analysis Techniques in Python,https://www.pluralsight.com/courses/python-exploratory-data-analysis-techniques,Jul 26 2023,by Abdul Rehman Yousaf,Intermediate,2h 8m,https://pluralsight.imgix.net/course-images/python-exploratory-data-analysis-techniques-v1.jpg?w=120
114,Approaches to Requirement Analysis for Efficient Data Storage and Processing,https://www.pluralsight.com/courses/data-storage-processing-approaches-requirement-analysis,Jul 24 2023,by Dayo Bamikole,Intermediate,34m,https://pluralsight.imgix.net/course-images/data-storage-processing-approaches-requirement-analysis-v1.jpg?w=120
115,Building a Data-driven ASP.NET Core 6 Application with EF Core,https://www.pluralsight.com/courses/asp-dot-net-core-6-ef-core-building-data-driven-application,Jul 24 2023,by Gill Cleeren,Beginner,3h 15m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-ef-core-building-data-driven-application-v1.png?w=120
116,"Logging, Monitoring and Observability in Google Cloud",https://www.pluralsight.com/courses/logging-monitoring-observability-google-cloud-4,Jul 21 2023,by Google Cloud,Beginner,4h 33m,https://pluralsight.imgix.net/course-images/logging-monitoring-observability-google-cloud-4-v1.png?w=120
117,Google Cloud Fundamentals: Core Infrastructure,https://www.pluralsight.com/courses/google-cloud-fundamentals-core-infrastructure-5,Jul 20 2023,by Google Cloud,Beginner,2h 23m,https://pluralsight.imgix.net/course-images/google-cloud-fundamentals-core-infrastructure-5-v1.png?w=120
118,Secure Coding with OWASP in Go,https://www.pluralsight.com/courses/go-secure-coding-owasp,Jul 20 2023,by Paul Mooney,Intermediate,4h 17m,https://pluralsight.imgix.net/course-images/go-secure-coding-owasp-v1.jpg?w=120
119,BDD with Cucumber and Java,https://www.pluralsight.com/courses/bdd-cucumber-java,Jul 20 2023,by Pinal Dave,Intermediate,2h 11m,https://pluralsight.imgix.net/course-images/bdd-cucumber-java-v1.jpg?w=120
120,Spring Boot 3 Fundamentals,https://www.pluralsight.com/courses/spring-boot-3-fundamentals,Jul 20 2023,by Jesper de Jong,Beginner,2h 35m,https://pluralsight.imgix.net/course-images/spring-boot-3-fundamentals-v1.jpg?w=120
121,Using Git with a GUI,https://www.pluralsight.com/courses/git-using-gui,Jul 20 2023,by Xavier Morera,Intermediate,2h 54m,https://pluralsight.imgix.net/course-images/git-using-gui-v1.jpg?w=120
122,Reactive Streams Using Spring WebFlux 6,https://www.pluralsight.com/courses/spring-webflux-6-reactive-streams,Jul 20 2023,by Bogdan Sucaciu,Advanced,1h 48m,https://pluralsight.imgix.net/course-images/spring-webflux-6-reactive-streams-v1.jpg?w=120
123,Observability with OpenTelemetry and Grafana,https://www.pluralsight.com/courses/opentelemetry-grafana-observability,Jul 19 2023,by Glenn Versweyveld,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/opentelemetry-grafana-observability-v1.jpg?w=120
124,SQL Server Security Fundamentals,https://www.pluralsight.com/courses/sql-server-security-fundamentals,Jul 19 2023,by Pinal Dave,Beginner,1h 29m,https://pluralsight.imgix.net/course-images/sql-server-security-fundamentals-v1.png?w=120
125,Convert Categorical Variables into Quantitative Variables,https://www.pluralsight.com/courses/convert-categorical-variables-quantitative-variables,Jul 18 2023,"by Jason Browning, Ph.D.",Intermediate,18m,https://pluralsight.imgix.net/course-images/convert-categorical-variables-quantitative-variables-v1.jpg?w=120
126,Malware Analysis: Initial File Triage,https://www.pluralsight.com/courses/initial-file-triage-malware-analysis,Jul 17 2023,by Josh Stroschein,Intermediate,1h 35m,https://pluralsight.imgix.net/course-images/initial-file-triage-malware-analysis-v1.jpg?w=120
127,Secure Coding with OWASP in Django 4,https://www.pluralsight.com/courses/django-4-owasp-secure-coding,Jul 15 2023,by Sangeeta Singh,Advanced,3h 7m,https://pluralsight.imgix.net/course-images/django-4-owasp-secure-coding-v1.jpg?w=120
128,Product Management: Strategy and Vision,https://www.pluralsight.com/courses/product-management-strategy-vision,Jul 14 2023,by Jeremy Jarrell,Beginner,48m,https://pluralsight.imgix.net/course-images/product-management-strategy-vision-v1.png?w=120
129,TensorFlow Developer Certificate - TensorFlow Developer Skills,https://www.pluralsight.com/courses/tensorflow-developer-certificate-skills,Jul 13 2023,by Dhiraj Kumar,Beginner,1h 28m,https://pluralsight.imgix.net/course-images/tensorflow-developer-certificate-skills-v1.jpg?w=120
130,Introduction to Data Analytics on Google Cloud,https://www.pluralsight.com/courses/introduction-data-analytics-google-cloud,Jul 13 2023,by Google Cloud,Beginner,53m,https://pluralsight.imgix.net/course-images/introduction-data-analytics-google-cloud-v1.png?w=120
131,Microservices Architectural Design Patterns Playbook,https://www.pluralsight.com/courses/microservices-playbook-architectural-design-patterns,Jul 13 2023,by Rag Dhiman,Intermediate,13h 23m,https://pluralsight.imgix.net/course-images/microservices-playbook-architectural-design-patterns-v1.png?w=120
132,AI and Office,https://www.pluralsight.com/courses/ai-office,Jul 12 2023,by ClipTraining,Intermediate,58m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
133,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook,Jul 12 2023,by Lara Newsom,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
134,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook5,Jul 12 2023,by Lara Newsom,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
135,Achieving Advanced Insights with BigQuery,https://www.pluralsight.com/courses/achieving-advanced-insights-bigquery-5,Jul 12 2023,by Google Cloud,Beginner,1h 40m,https://pluralsight.imgix.net/course-images/achieving-advanced-insights-bigquery-5-v1.png?w=120
136,Security Hot Takes: ChatGPT,https://www.pluralsight.com/courses/chatgpt-security-hot-take,Jul 12 2023,by Aaron Rosenmund,Beginner,14m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
137,Achieving Advanced Insights with BigQuery,https://www.pluralsight.com/courses/achieving-advanced-insights-bigquery-50,Jul 12 2023,by Google Cloud,Beginner,1h 40m,https://pluralsight.imgix.net/course-images/achieving-advanced-insights-bigquery-5-v1.png?w=120
138,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook3,Jul 12 2023,by Lara Newsom,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
139,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook0,Jul 12 2023,by Lara Newsom,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
140,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design5,Jul 12 2023,by Pluralsight,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
141,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design1,Jul 12 2023,by Anthony Alampi,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
142,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations2,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
143,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations3,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
144,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design0,Jul 12 2023,by Anthony Alampi,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
145,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook4,Jul 12 2023,by Pluralsight,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
146,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook1,Jul 12 2023,by Lara Newsom,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
147,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook2,Jul 12 2023,by Lara Newsom,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
148,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design2,Jul 12 2023,by Anthony Alampi,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
149,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations4,Jul 12 2023,by Pluralsight,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
150,Introduction to SQL Server,https://www.pluralsight.com/courses/introduction-sql-server,Jul 12 2023,by Ben Weissman,Beginner,1h 1m,https://pluralsight.imgix.net/course-images/introduction-sql-server-v1.jpg?w=120
151,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design,Jul 12 2023,by Anthony Alampi,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
152,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
153,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design4,Jul 12 2023,by Pluralsight,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
154,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design3,Jul 12 2023,by Anthony Alampi,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
155,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations0,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
156,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations5,Jul 12 2023,by Pluralsight,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
157,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations1,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
158,Vue 3 Fundamentals,https://www.pluralsight.com/courses/vue-3-fundamentals,Jul 11 2023,by Pluralsight,Beginner,5h 41m,https://pluralsight.imgix.net/course-images/vue-3-fundamentals-v1.png?w=120
159,Building Enterprise ASP.NET Core 6 Blazor Applications,https://www.pluralsight.com/courses/asp-dot-net-core-6-blazor-applications-building-enterprise,Jul 11 2023,by Dino Esposito,Advanced,3h 28m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-blazor-applications-building-enterprise-v1.jpg?w=120
160,Vue 3 Forms,https://www.pluralsight.com/courses/vue-3-forms,Jul 11 2023,by Shawn Wildermuth,Intermediate,2h ,https://pluralsight.imgix.net/course-images/vue-3-forms-v2.png?w=120
161,Angular Fundamentals,https://www.pluralsight.com/courses/fundamentals-angular,Jul 11 2023,by Jim Cooper,Beginner,4h 52m,https://pluralsight.imgix.net/course-images/fundamentals-angular-v1.png?w=120
162,ChatGPT and Generative AI: The Big Picture,https://www.pluralsight.com/courses/chatgpt-generativeai-big-picture,Jul 11 2023,by Amber Israelsen,Beginner,36m,https://pluralsight.imgix.net/course-images/chatgpt-generativeai-big-picture-v1.jpg?w=120
163,Angular: The Big Picture,https://www.pluralsight.com/courses/big-picture-angular,Jul 11 2023,by Joe Eames,Beginner,1h 15m,https://pluralsight.imgix.net/course-images/big-picture-angular-v1.png?w=120
164,TQ AI Channel Introduction,https://www.pluralsight.com/courses/tq-ai-channel-introduction,Jul 10 2023,by Pluralsight,Beginner,1m,https://pluralsight.imgix.net/course-images/tq-ai-channel-introduction-v1.jpg?w=120
165,AWS Certified Developer - Associate (DVA-C02),https://www.pluralsight.com/courses/aws-certified-developer---associate-dva-c01,Jul 10 2023,by Faye Ellis,Intermediate,20h 47m,https://pluralsight.imgix.net/course-images/aws-certified-developer---associate-dva-c01-v1.jpg?w=120
166,Network Analysis with Real Intelligence Threat Analytics (RITA),https://www.pluralsight.com/courses/rita-network-analysis,Jul 10 2023,by Pluralsight,Intermediate,24m,https://pluralsight.imgix.net/course-images/rita-network-analysis-v1.jpg?w=120
167,Django 4 Security and Performance,https://www.pluralsight.com/courses/django-4-security-performance,Jul 10 2023,by Abdul Rehman Yousaf,Advanced,1h 45m,https://pluralsight.imgix.net/course-images/django-4-security-performance-v1.jpg?w=120
168,Introduction to Application Observability Using Cisco AppDynamics and ThousandEyes,https://www.pluralsight.com/courses/cisco-appdynamics-thousandeyes-application-observability-intro,Jul 7 2023,by Sean Douglas,Intermediate,1h 39m,https://pluralsight.imgix.net/course-images/cisco-appdynamics-thousandeyes-application-observability-intro-v1.jpg?w=120
169,Getting Started with Kubernetes,https://www.pluralsight.com/courses/kubernetes-getting-started-2023,Jul 7 2023,by Nigel Poulton,Beginner,2h 28m,https://pluralsight.imgix.net/course-images/kubernetes-getting-started-2023-v1.jpg?w=120
170,Getting Started with Concourse CI,https://www.pluralsight.com/courses/concourse-ci-getting-started,Jul 6 2023,by George Smith,Beginner,1h 35m,https://pluralsight.imgix.net/course-images/concourse-ci-getting-started-v1.jpg?w=120
171,Juniper Networks JNCIA-Junos: Junos OS Fundamentals,https://www.pluralsight.com/courses/juniper-networks-jncia-junos-os-fundamentals-cert,Jul 6 2023,by Rich Bibby,Intermediate,34m,https://pluralsight.imgix.net/course-images/juniper-networks-jncia-junos-os-fundamentals-cert-v1.jpg?w=120
172,Security Compliance: FedRAMP,https://www.pluralsight.com/courses/fedramp-security-compliance,Jul 6 2023,by Richard Harpur,Beginner,1h 1m,https://pluralsight.imgix.net/course-images/fedramp-security-compliance-v1.jpg?w=120
173,Specialized Testing: Command Injection,https://www.pluralsight.com/courses/command-injection-specialized-testing,Jul 6 2023,by Michael Edie,Advanced,1h 2m,https://pluralsight.imgix.net/course-images/command-injection-specialized-testing-v1.jpg?w=120
174,REST Assured Fundamentals,https://www.pluralsight.com/courses/fundamentals-rest-assured,Jul 5 2023,by Andrejs Doronins,Intermediate,2h 25m,https://pluralsight.imgix.net/course-images/fundamentals-rest-assured-v1.png?w=120
175,Introduction to Vertex Forecasting and Time Series in Practice,https://www.pluralsight.com/courses/introduction-vertex-forecasting-time-series-practice,Jul 5 2023,by Google Cloud,Intermediate,3h 1m,https://pluralsight.imgix.net/course-images/introduction-vertex-forecasting-time-series-practice-v1.png?w=120
176,Exploring and Preparing your Data with BigQuery,https://www.pluralsight.com/courses/exploring-preparing-data-bigquery-5,Jul 5 2023,by Google Cloud,Beginner,2h 22m,https://pluralsight.imgix.net/course-images/exploring-preparing-data-bigquery-5-v1.png?w=120
